6003,1.1579987e-21,1.047706e-21,9.5705398e-22,8.6999161e-22,7.842542e-22,7.0227274e-22,6.2529182e-22,5.5196688e-22,4.8283874e-22,4.1637276e-22,3.542489e-22,3.0071589e-22,2.5750227e-22,2.2047963e-22,1.8877102e-22,1.6141801e-22,1.375446e-22,1.1704615e-22,9.9234087e-23,8.4047222e-23,7.0989777e-23,5.9983846e-23,5.0748145e-23,4.2938368e-23,3.6378165e-23,3.0868699e-23,2.6208047e-23,2.2323498e-23,1.9093116e-23,1.6399908e-23,1.4174474e-23,1.2317141e-23,1.0740517e-23,9.4023316e-24,8.2640968e-24,7.2948015e-24,6.4774859e-24,5.7889125e-24,5.2115955e-24,4.7269671e-24,4.3222479e-24,3.9841239e-24,3.6994281e-24,3.4612056e-24,3.2641739e-24,3.1015405e-24,2.9628365e-24,2.8089638e-24,2.6280792e-24,2.4602491e-24
6003.0005,1.1598752e-21,1.049446e-21,9.5868023e-22,8.7150222e-22,7.8564364e-22,7.0353996e-22,6.2643845e-22,5.5299238e-22,4.8374386e-22,4.1715655e-22,3.5491592e-22,3.0128168e-22,2.5798693e-22,2.2089556e-22,1.8912877e-22,1.6172619e-22,1.3781024e-22,1.1727592e-22,9.9433568e-23,8.4221697e-23,7.1143855e-23,6.0121641e-23,5.0873057e-23,4.3053373e-23,3.6485779e-23,3.0971023e-23,2.6307233e-23,2.2421001e-23,1.9190124e-23,1.6497256e-23,1.4272177e-23,1.2415069e-23,1.0839098e-23,9.5019259e-24,8.3651118e-24,7.398045e-24,6.5834786e-24,5.8978601e-24,5.3236716e-24,4.842315e-24,4.4409872e-24,4.1062694e-24,3.8246707e-24,3.5895451e-24,3.3956603e-24,3.2362107e-24,3.1001949e-24,2.9460154e-24,2.7615971e-24,2.5902327e-24
6003.001,1.1617669e-21,1.0512004e-21,9.6032029e-22,8.7302604e-22,7.8704563e-22,7.0481905e-22,6.2759625e-22,5.540283e-22,4.8465859e-22,4.1794899e-22,3.5559056e-22,3.0185413e-22,2.5847743e-22,2.2131667e-22,1.8949116e-22,1.6203855e-22,1.3807966e-22,1.1750911e-22,9.9636174e-23,8.4399055e-23,7.1300636e-23,6.0262018e-23,5.1000477e-23,4.3170857e-23,3.6595877e-23,3.1075864e-23,2.6408996e-23,2.2521152e-23,1.928986e-23,1.6597412e-23,1.4372759e-23,1.2515936e-23,1.0940678e-23,9.6045762e-24,8.4692381e-24,7.5044577e-24,6.6926972e-24,6.0100852e-24,5.439072e-24,4.9610289e-24,4.5631292e-24,4.2318487e-24,3.953372e-24,3.7213641e-24,3.5306431e-24,3.3743904e-24,3.2410719e-24,3.086592e-24,2.8986424e-24,2.7237424e-24
6003.0015,1.1636739e-21,1.0529693e-21,9.6197423e-22,8.7456312e-22,7.8846023e-22,7.0611009e-22,6.287653e-22,5.5507474e-22,4.85583e-22,4.1875019e-22,3.5627291e-22,3.0243326e-22,2.5897377e-22,2.2174293e-22,1.8985812e-22,1.6235498e-22,1.3835272e-22,1.1774555e-22,9.9841706e-23,8.4579068e-23,7.1459861e-23,6.0404683e-23,5.1130076e-23,4.3290455e-23,3.6708057e-23,3.118278e-23,2.6512849e-23,2.2623422e-23,1.9391749e-23,1.6699759e-23,1.4475565e-23,1.2619057e-23,1.1044543e-23,9.7095387e-24,8.5757026e-24,7.6132331e-24,6.8042992e-24,6.1247101e-24,5.5568838e-24,5.0821613e-24,4.6876918e-24,4.3598467e-24,4.0844872e-24,3.8555889e-24,3.66802e-24,3.5149492e-24,3.3843137e-24,3.2295394e-24,3.0380864e-24,2.8596753e-24
6003.002,1.1655963e-21,1.0547528e-21,9.6364211e-22,8.7611354e-22,7.8988753e-22,7.0741315e-22,6.2994569e-22,5.5613177e-22,4.8651721e-22,4.1956023e-22,3.5696304e-22,3.0301912e-22,2.5947595e-22,2.2217428e-22,1.9022956e-22,1.6267537e-22,1.3862927e-22,1.1798508e-22,1.0004996e-22,8.4761496e-23,7.1621253e-23,6.054932e-23,5.1261503e-23,4.3411773e-23,3.6821883e-23,3.1291291e-23,2.6618265e-23,2.2727231e-23,1.9495163e-23,1.680362e-23,1.4579878e-23,1.2723683e-23,1.1149908e-23,9.8159981e-24,8.6836581e-24,7.7234876e-24,6.9173631e-24,6.2407759e-24,5.6761112e-24,5.2046799e-24,4.8136073e-24,4.4891609e-24,4.2168831e-24,3.9910564e-24,3.8065988e-24,3.6566661e-24,3.5286751e-24,3.3736124e-24,3.1787089e-24,2.9968372e-24
6003.0025,1.1675341e-21,1.0565508e-21,9.6532399e-22,8.7767735e-22,7.9132759e-22,7.0872831e-22,6.3113751e-22,5.5719951e-22,4.8746132e-22,4.2037922e-22,3.5766104e-22,3.0361177e-22,2.5998397e-22,2.226107e-22,1.9060542e-22,1.6299961e-22,1.3890915e-22,1.182275e-22,1.002607e-22,8.4946083e-23,7.1784518e-23,6.0695597e-23,5.1394383e-23,4.3534392e-23,3.6936887e-23,3.1400882e-23,2.6724671e-23,2.2831955e-23,1.9599423e-23,1.6908263e-23,1.4684923e-23,1.2829001e-23,1.1255928e-23,9.9230738e-24,8.7921898e-24,7.8342683e-24,7.0308961e-24,6.3572505e-24,5.795684e-24,5.3274771e-24,4.9397311e-24,4.6186116e-24,4.3493484e-24,4.1265252e-24,3.9451083e-24,3.7982411e-24,3.6728318e-24,3.5174858e-24,3.3192097e-24,3.1339531e-24
6003.003,1.1694873e-21,1.0583636e-21,9.6701994e-22,8.7925462e-22,7.9278048e-22,7.1005567e-22,6.3234084e-22,5.5827805e-22,4.8841542e-22,4.2120726e-22,3.5836699e-22,3.0421126e-22,2.6049787e-22,2.2305214e-22,1.9098559e-22,1.6332756e-22,1.3919221e-22,1.1847261e-22,1.0047372e-22,8.5132563e-23,7.1949346e-23,6.084316e-23,5.1528315e-23,4.3657865e-23,3.7052572e-23,3.1511001e-23,2.683146e-23,2.2936928e-23,1.9703805e-23,1.7012909e-23,1.4789873e-23,1.2934147e-23,1.13617e-23,1.0029828e-23,8.9003238e-24,7.9445618e-24,7.1438438e-24,6.4730394e-24,5.9144686e-24,5.449381e-24,5.0648542e-24,4.7469541e-24,4.480607e-24,4.2606888e-24,4.0822125e-24,3.9383092e-24,3.8153945e-24,3.6597697e-24,3.458223e-24,3.269682e-24
6003.0035,1.1714561e-21,1.0601911e-21,9.6873001e-22,8.8084543e-22,7.9424629e-22,7.1139529e-22,6.3355579e-22,5.5936748e-22,4.8937963e-22,4.2204446e-22,3.5908101e-22,3.0481766e-22,2.6101763e-22,2.2349857e-22,1.9137001e-22,1.636591e-22,1.3947828e-22,1.1872021e-22,1.0068875e-22,8.5320652e-23,7.2115412e-23,6.0991636e-23,5.1662881e-23,4.3781719e-23,3.7168413e-23,3.1621068e-23,2.693799e-23,2.3041446e-23,1.9807546e-23,1.7116739e-23,1.4893861e-23,1.3038212e-23,1.1466277e-23,1.0135276e-23,9.0070397e-24,8.053307e-24,7.2551033e-24,6.5869994e-24,6.0312823e-24,5.5691709e-24,5.1877188e-24,4.8728953e-24,4.6093344e-24,4.3921926e-24,4.2165277e-24,4.0754584e-24,3.9549277e-24,3.7990273e-24,3.594335e-24,3.4026343e-24
6003.004,1.1734405e-21,1.0620334e-21,9.7045426e-22,8.8244982e-22,7.9572507e-22,7.1274726e-22,6.3478244e-22,5.6046792e-22,4.9035407e-22,4.2289094e-22,3.5980318e-22,3.0543104e-22,2.6154331e-22,2.2394997e-22,1.9175859e-22,1.6399411e-22,1.3976719e-22,1.189701e-22,1.0090556e-22,8.5510059e-23,7.2282378e-23,6.1140638e-23,5.1797643e-23,4.3905464e-23,3.7283861e-23,3.1730478e-23,2.7043593e-23,2.314478e-23,1.9909856e-23,1.7218903e-23,1.4995988e-23,1.3140257e-23,1.156868e-23,1.0238402e-23,9.1112834e-24,8.1594095e-24,7.3635388e-24,6.6979544e-24,6.1449102e-24,5.6855942e-24,5.3070359e-24,4.9951116e-24,4.7341764e-24,4.5196534e-24,4.3466424e-24,4.2082497e-24,4.0899697e-24,3.9337956e-24,3.7261047e-24,3.5313915e-24
6003.0045,1.1754405e-21,1.0638905e-21,9.7219275e-22,8.8406787e-22,7.972169e-22,7.1411166e-22,6.3602088e-22,5.6157947e-22,4.9133883e-22,4.2374682e-22,3.6053363e-22,3.0605148e-22,2.6207492e-22,2.2440631e-22,1.9215125e-22,1.6433246e-22,1.4005876e-22,1.1922205e-22,1.0112388e-22,8.5700481e-23,7.2449892e-23,6.1289764e-23,5.1932148e-23,4.4028592e-23,3.7398353e-23,3.1838609e-23,2.7147582e-23,2.3246181e-23,2.0009925e-23,1.7318533e-23,1.5095336e-23,1.3239323e-23,1.1667913e-23,1.0338171e-23,9.2119842e-24,8.2617587e-24,7.467999e-24,6.8047139e-24,6.2541242e-24,5.7973864e-24,5.4215058e-24,5.11227e-24,4.8537708e-24,4.641681e-24,4.4711395e-24,4.3352402e-24,4.2190556e-24,4.0626086e-24,3.8520867e-24,3.6545295e-24
